9,0,0,0.369606,0.369606,0.369606,0.130394,0.36773,0.606004,0.36773,1,1,35,0,1
9.5,0,0,0.866199,0.870748,0.86165,0.366199,0.866199,0.030516,0.866199,0,0.271845,171,1,1
3,0,0,0.577528,0.577528,0.577528,0.077528,0.575281,0.346067,0.575281,0,0.353607,262,0,1
5,1,0.5,0.20802,0.20802,0.20802,0.29198,0.206767,0.474937,0.474937,0.5,0.290427,454,1,1
11.666667,0,0,0.340543,0.356347,0.33264,0.159457,0.338414,0.593477,0.338414,1,1,36,0,1
7,0,0,0.354098,0.354098,0.354098,0.145902,0.354098,0.357377,0.357377,1,1,47,0,1
20,0,0,0.027962,0.027962,0.027962,0.472038,0.927152,0,0.927152,0,0.969789,113,0,1
12,0,0,0.920705,0.920705,0.920705,0.420705,0.920705,0,0.920705,0,0.048263,4,0,1
25.75,3,0.428571,0.694928,0.697689,0.689519,0.194928,0.694282,0.201765,0.694282,0.571429,0.943279,41,0,1
38,2,0.666667,0.915412,0.915412,0.915412,0.415412,0.914695,0.050896,0.914695,0.333333,0.640758,4,0,1
10.8,0,0,0.330032,0.451193,0.249258,0.169968,0.327384,0.595821,0.595821,1,1,27,0,1
9.8,2,0.285714,0.83469,0.851632,0.825175,0.33469,0.83469,0.085961,0.83469,0,0.152308,48,0,1
12.5,0,0,0.457852,0.463782,0.451396,0.042148,0.456901,0.463204,0.463204,1,1,550,1,1
28.333333,4,0.571429,0.705552,0.753027,0.610602,0.205552,0.704796,0.244538,0.704796,0.428571,0.621302,60,0,1
11,1,0.5,0.356467,0.356467,0.356467,0.143533,0.35489,0.395899,0.395899,0.5,0.421592,11,1,1
5.333333,0,0,0.250438,0.250438,0.250438,0.249562,0.248687,0.712785,0.248687,1,1,428,0,1
12,0,0,0.35901,0.35901,0.35901,0.14099,0.357634,0.568088,0.568088,1,1,214,0,1
14,0,0,0.835386,0.863454,0.807319,0.335386,0.833005,0.124129,0.833005,0.5,0.796217,26,0,1
3,0,0,0.095588,0.095588,0.095588,0.404412,0.099265,0.553309,0.553309,1,1,155,0,1
3,2,0.666667,0.008639,0.008639,0.008639,0.491361,0.790497,0,0.790497,0,0.473418,9,2,1
13,0,0,0.640753,0.6411,0.64058,0.140753,0.639305,0.257847,0.639305,1,1,5,0,1
1,0,0,0.596685,0.596685,0.596685,0.096685,0.596685,0.325967,0.325967,0,0.443409,438,0,1
3,0,0,0.908497,0.908497,0.908497,0.408497,0.905229,0.026144,0.905229,0,0.096907,833,0,1
46.5,0,0,0.313766,0.319867,0.307665,0.186234,0.313402,0.645514,0.645514,1,1,534,0,1
5,0,0,0.554113,0.554113,0.554113,0.054113,0.549784,0.17316,0.549784,1,1,43,0,1
6.666667,0,0,0.26021,0.298578,0.241026,0.23979,0.255211,0.354899,0.255211,1,1,68,1,1
24,0,0,0.928679,0.928679,0.928679,0.428679,0.927928,0.035285,0.927928,0,0.087409,6,0,1
10.5,1,0.333333,0.577733,0.779275,0.37619,0.077733,0.577733,0.267543,0.577733,0,0.199857,96,0,1
16,2,0.666667,0.34663,0.34663,0.34663,0.15337,0.345254,0.469051,0.469051,0.333333,0.462439,61,0,1
6,0,0,0.456204,0.456204,0.456204,0.043796,0.452555,0.354015,0.452555,1,1,15,0,1
28.5,0,0,0.820701,0.820847,0.820555,0.320701,0.820701,0.092095,0.820701,1,1,72,0,1
4,0,0,0.566038,0.566038,0.566038,0.066038,0.561321,0.287736,0.561321,1,1,30,0,1
7,1,0.166667,0.732596,0.838462,0.565217,0.232596,0.729103,0,0.729103,0.166667,0.284024,3,0,1
30.5,1,0.333333,0.479754,0.483831,0.475676,0.020246,0.479754,0.516121,0.516121,0.666667,0.592241,63,0,1
7,0,0,0.221453,0.221453,0.221453,0.278547,0.217993,0.695502,0.695502,1,1,31,0,1
3,0,0,0.523416,0.523416,0.523416,0.023416,0.520661,0.016529,0.520661,1,1,344,0,1
1,0,0,0.00722,0.00722,0.00722,0.49278,0.929603,0,0.929603,0,0.074037,1650,0,1
13,0,0,0.121413,0.121413,0.121413,0.378587,0.119205,0.604857,0.604857,1,1,3,0,1
9.5,3,0.6,0.827018,0.85249,0.801546,0.327018,0.824772,0,0.824772,0,0.150193,26,0,1
55.333333,0,0,0.421239,0.793148,0.234743,0.078761,0.420895,0.570865,0.771038,1,1,131,0,1
6.5,0,0,0.200635,0.355556,0.045714,0.299365,0.485873,0,0.485873,0,0.081664,0,0,1
13,0,0,0.596869,0.596869,0.596869,0.096869,0.594912,0.309198,0.594912,1,1,42,0,1
7,1,0.5,0.321782,0.321782,0.321782,0.178218,0.316832,0.336634,0.316832,0.5,0.913793,10,0,1
15,2,0.666667,0.372549,0.372549,0.372549,0.127451,0.371517,0.399381,0.399381,0.333333,0.555821,13,0,1
1,0,0,0.720126,0.720126,0.720126,0.220126,0.716981,0.179245,0.716981,0,0.263158,269,0,1
6,0,0,0.303712,0.304054,0.303371,0.196288,0.301463,0.541057,0.541057,1,1,162,0,1
8,0,0,0.550143,0.550143,0.550143,0.050143,0.548711,0.363897,0.548711,0,0.331402,52,0,1
34.6,1,0.166667,0.571535,0.940244,0.081081,0.071535,0.63844,0.09031,0.63844,0.666667,0.915595,9,0,1
15.5,4,0.5,0.550554,0.608558,0.503018,0.050554,0.548695,0.371373,0.548695,0.5,0.120589,70,0,1
25.111111,1,0.1,0.579317,0.865239,0.4862,0.079317,0.578529,0.239763,0.578529,0.9,0.82148,49,0,1
5.5,0,0,0.27321,0.320856,0.225564,0.22679,0.268656,0.476348,0.268656,1,1,80,0,1
6,0,0,0.331034,0.331034,0.331034,0.168966,0.324138,0,0.324138,1,1,40,0,1
10,1,0.5,0.242627,0.242627,0.242627,0.257373,0.241287,0.623324,0.623324,0.5,0.718634,359,0,1
14,0,0,0.700375,0.700375,0.700375,0.200375,0.698502,0,0.698502,1,1,8,0,1
14.125,8,0.5,0.656691,0.698467,0.609272,0.156691,0.654751,0.104738,0.654751,0.5,0.203685,4,0,1
37.666667,0,0,0.904099,0.955333,0.815427,0.404099,0.902667,0,0.902667,0,0.043435,55,0,1
13.6,0,0,0.315357,0.359012,0.146947,0.184643,0.313818,0.467581,0.467581,1,1,23,0,1
2,0,0,0.221831,0.221831,0.221831,0.278169,0.21831,0.362676,0.362676,0,0.777351,218,0,1
17,2,0.666667,0.928392,0.928392,0.928392,0.428392,0.927136,0.050251,0.927136,0,0.044719,34,0,1
14,0,0,0.925479,0.94474,0.906218,0.425479,0.924438,0.045372,0.924438,1,1,45,0,1
14.75,2,0.333333,0.503536,0.509977,0.494875,0.003536,0.503536,0.420843,0.420843,0.666667,0.674892,390,0,1
6,0,0,0.422701,0.466019,0.375,0.077299,0.417453,0.48808,0.491316,1,1,99,1,1
23.5,0,0,0.959184,0.959184,0.959184,0.459184,0.95872,0.013451,0.95872,0,0.03711,32,0,1
7,0,0,0.477164,0.571429,0.3829,0.022836,0.468163,0.158683,0.468163,1,1,48,0,1
16.714286,2,0.222222,0.012675,0.020468,0.007487,0.487325,0.954734,0,0.954734,0.222222,0.028554,191,0,1
9,0,0,0.637874,0.637874,0.637874,0.137874,0.637874,0.318937,0.637874,1,1,13,0,1
8.333333,1,0.1,0.863951,0.962567,0.78,0.363951,0.858892,0,0.858892,0.3,0.191489,19,0,1
22.666667,0,0,0.471294,0.511346,0.451268,0.028706,0.4699,0.520339,0.4699,1,1,14,0,1
16.5,4,0.5,0.64503,0.659524,0.633166,0.14503,0.64503,0.307682,0.64503,0.375,0.424824,380,0,1
7.666667,0,0,0.317698,0.337079,0.308008,0.182302,0.31558,0.64206,0.64206,1,1,225,0,1
11.5,0,0,0.701968,0.708226,0.69571,0.201968,0.700655,0.257331,0.700655,1,1,53,0,1
24,0,0,0.394958,0.395257,0.394659,0.105042,0.393969,0.566486,0.393969,1,1,32,0,1
3.5,2,0.5,0.90668,0.907816,0.905544,0.40668,0.904651,0,0.904651,0,0.141983,140,0,1
3.666667,0,0,0.080769,0.080769,0.080769,0.419231,0.869231,0,0.869231,0,0.918406,540,4,1
8,0,0,0.891753,0.891753,0.891753,0.391753,0.891753,0.09622,0.891753,0,0.116812,68,0,1
6,2,0.666667,0.845921,0.845921,0.845921,0.345921,0.8429,0.093656,0.8429,0,0.146154,42,0,1
25.714286,0,0,0.368591,0.449597,0.295694,0.131409,0.367687,0.474628,0.429349,1,1,12,0,1
7,0,0,0.172983,0.229965,0.116,0.327017,0.16924,0.628683,0.628683,1,1,28,0,1
5.5,1,0.333333,0.649695,0.691983,0.607407,0.149695,0.645734,0.259189,0.645734,0,0.333333,31,0,1
23,1,0.25,0.131406,0.131406,0.131406,0.368594,0.130092,0.852825,0.852825,0.75,0.076161,61,0,1
7,0,0,0.207143,0.207143,0.207143,0.292857,0.207143,0.664286,0.207143,1,1,119,0,1
7.333333,0,0,0.246857,0.25062,0.241206,0.253143,0.244355,0.500424,0.244355,1,1,35,1,1
3,1,0.5,0.79925,0.79925,0.79925,0.29925,0.797373,0,0.797373,0,0.133206,37,2,1
7.5,0,0,0.378391,0.39,0.366782,0.121609,0.374994,0.016984,0.374994,1,1,44,0,1
25.5,0,0,0.149486,0.152955,0.146018,0.350514,0.148354,0.60474,0.60474,1,1,56,2,1
9.666667,1,0.25,0.379625,0.620112,0.256351,0.120375,0.379625,0.342635,0.549339,0.5,0.038961,27,0,1
2.5,0,0,0.48534,0.536946,0.433735,0.01466,0.479865,0,0.479865,0.5,0.733668,267,1,1
5,1,0.5,0.726829,0.726829,0.726829,0.226829,0.721951,0.029268,0.721951,0,0.004454,30,0,1
6,0,0,0.830816,0.830816,0.830816,0.330816,0.827795,0,0.827795,0,0.168182,36,0,1
9,0,0,0.126362,0.126362,0.126362,0.373638,0.124183,0.557734,0.124183,1,1,173,0,1
55.25,0,0,0.23023,0.237852,0.221218,0.26977,0.229752,0.762109,0.762109,1,1,5,1,1
26,1,0.25,0.360066,0.372852,0.347478,0.139934,0.359236,0.60177,0.60177,0.75,0.746667,63,0,1
5.5,1,0.142857,0.542169,0.542169,0.542169,0.042169,0.539157,0.26506,0.539157,0,0.343214,537,0,1
10.5,0,0,0.658881,0.716475,0.601286,0.158881,0.655357,0.123794,0.655357,0.5,0.360976,35,0,1
3,0,0,0.822222,0.822222,0.822222,0.322222,0.822222,0,0.822222,0,0.186441,191,0,1
2.5,0,0,0.128433,0.130653,0.126214,0.371567,0.128433,0.087379,0.128433,1,1,398,0,1
3,0,0,0.746154,0.746154,0.746154,0.246154,0.738462,0,0.738462,0,0.273504,129,0,1
13.2,4,0.444444,0.966223,0.966759,0.965909,0.466223,0.964816,0,0.964816,0,0.059494,73,0,1
7.8,3,0.333333,0.522371,0.652632,0.376543,0.022371,0.520265,0.265644,0.520265,0.444444,0.790419,96,0,1
105.333333,0,0,0.846892,0.846993,0.846841,0.346892,0.846694,0.130469,0.846694,1,1,176,0,1
1,0,0,0.575697,0.575697,0.575697,0.075697,0.573705,0.308765,0.573705,0,0.340452,640,1,1
7,2,0.5,0.942879,0.945498,0.94026,0.442879,0.945362,0,0.945362,0,0.038462,69,0,1
28,1,0.333333,0.852035,0.862828,0.841242,0.352035,0.852035,0.020745,0.852035,0.666667,0.831762,26,0,1
27,0,0,0.176952,0.176952,0.176952,0.323048,0.17666,0.770986,0.770986,1,1,96,0,1
6,0,0,0.841379,0.841379,0.841379,0.341379,0.837931,0.041379,0.837931,0,0.10148,78,0,1
2.666667,0,0,0.446258,0.487395,0.424908,0.053742,0.442411,0.078548,0.442411,0.333333,0.681159,39,0,1
12,7,0.7,0.760624,0.913253,0.68431,0.260624,0.761446,0.194183,0.761446,0.1,0.225769,186,0,1
25,1,0.5,0.436278,0.436278,0.436278,0.063722,0.436278,0.507428,0.507428,0.5,0.261803,19,0,1
2,0,0,0.636364,0.636364,0.636364,0.136364,0.634091,0.352273,0.634091,0,0.277559,483,0,1
3.6,0,0,0.126182,0.181818,0.078431,0.373818,0.574845,0.157098,0.709861,0.2,0.89911,71,0,1
8,0,0,0.85,0.85,0.85,0.35,0.846667,0.006667,0.846667,0,0.177706,7,0,1
10,2,0.666667,0.184019,0.184019,0.184019,0.315981,0.181598,0.673123,0.673123,0.333333,0.177977,66,1,1
23.25,0,0,0.185647,0.414855,0.076661,0.314353,0.184578,0.775862,0.749141,1,1,69,0,1
19,1,0.333333,0.069045,0.072848,0.065243,0.430955,0.06779,0.887748,0.887748,0.666667,0.294215,163,0,1
9.333333,0,0,0.253635,0.560197,0.029412,0.246365,0.405684,0.321261,0.560005,0.666667,0.855685,10,0,1
16.25,6,0.428571,0.071489,0.074545,0.068792,0.428511,0.069745,0.867484,0.867484,0.571429,0.105184,8,0,1
1,0,0,0.085837,0.085837,0.085837,0.414163,0.665236,0,0.665236,0,0.9775,641,0,1
8,0,0,0.430303,0.430303,0.430303,0.069697,0.427273,0.451515,0.451515,1,1,26,0,1
18.5,0,0,0.34158,0.352155,0.331006,0.15842,0.340139,0.514293,0.439999,1,1,6,0,1
5.5,1,0.333333,0.644385,0.670588,0.618182,0.144385,0.640152,0.042335,0.640152,0,0.335664,60,0,1
14.666667,1,0.25,0.841016,0.931416,0.791252,0.341016,0.838982,0.068329,0.838982,0.75,0.720749,33,0,1
17,4,0.8,0.152047,0.152047,0.152047,0.347953,0.150585,0.80848,0.80848,0.2,0.16373,11,0,1
10,0,0,0.305769,0.305769,0.305769,0.194231,0.303846,0.605769,0.303846,1,1,52,0,1
12,0,0,0.354839,0.354839,0.354839,0.145161,0.351613,0.506452,0.506452,1,1,48,0,1
2,0,0,0.717325,0.717325,0.717325,0.217325,0.714286,0,0.714286,0,0.317739,79,0,1
15.5,0,0,0.191008,0.249538,0.132479,0.308992,0.189016,0.671503,0.671503,1,1,1,0,1
5.5,0,0,0.962441,0.963035,0.961847,0.462441,0.962441,0,0.962441,0,0.075697,1301,0,1
13.75,0,0,0.545434,0.548621,0.535871,0.045434,0.543979,0.298186,0.543979,0,0.383621,60,0,1
4.5,0,0,0.774854,0.774854,0.774854,0.274854,0.77193,0.049708,0.77193,0,0.226322,20,1,1
12,0,0,0.722949,0.743711,0.68714,0.222949,0.721328,0.198155,0.721328,1,1,24,0,1
1,0,0,0.605452,0.605452,0.605452,0.105452,0.604017,0.327116,0.604017,0,0.404281,1263,0,1
2,0,0,0.638158,0.638158,0.638158,0.138158,0.637061,0.349781,0.349781,0,0.311798,1745,0,1
